"시도별","품목별","항목","단위","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월",
"전국","피부질환제","소비자물가지수[2020=100]","2020=100","90.673","90.709","90.744","90.922","90.922","91.029","91.1","91.162","91.206","91.233","91.384","91.402","91.828","93.313","95.099","96.877","97.65","98.183","98.45","98.468","98.779","99.125","99.125","99.383","99.52","99.56","99.72","99.72","99.96","100.02","100.22","100.22","100.2","100.27","100.32","100.29","100.29","100.33","100.33","100.32","100.35","100.47","100.52","100.56","100.64","100.67","100.7","100.82","100.87","100.99","100.97","101.06","101.24","101.33","101.37","101.37","101.48","101.49","101.54","101.54","101.54","101.71","101.81","101.83","101.96",
"전국","치과구강용약","소비자물가지수[2020=100]","2020=100","86.759","86.759","86.776","86.802","86.785","86.776","86.724","86.689","86.776","86.715","86.663","86.689","86.689","86.61","86.593","86.523","88.092","92.076","95.738","96.627","98.205","98.981","99.207","99.443","99.57","99.67","99.8","99.81","99.89","99.99","100.04","100.04","100.16","100.16","100.4","100.46","100.58","100.78","100.9","101.04","101.25","101.26","101.3","101.37","101.39","101.34","101.39","101.44","101.49","101.57","101.56","101.66","101.69","101.7","101.71","101.75","101.83","101.88","101.97","101.98","102.06","102.09","102.13","102.14","102.28",
"전국","조제약","소비자물가지수[2020=100]","2020=100","102.546","102.323","102.323","102.217","102.217","102.217","102.217","102.207","101.772","101.772","101.772","100.872","100.872","100.872","100.872","100.872","100.872","100.872","100.872","100.872","100.819","100.819","100.321","100.321","100.18","100.18","100.18","100.18","100.15","100.12","100.12","100.12","99.99","99.61","99.59","99.57","99.57","99.56","99.55","99.55","99.51","99.51","99.51","99.48","99.08","98.88","98.88","98.73","98.46","98.46","98.17","98.16","98.12","98.09","98.07","98.05","97.77","97.77","97.6","97.55","97.55","97.55","97.55","97.39","97.34",
"전국","한방약","소비자물가지수[2020=100]","2020=100","86.74","87.078","87.475","87.83","88.024","88.328","88.936","89.257","89.376","89.528","89.705","89.79","90.922","91.944","93.05","93.878","95.154","96.125","96.708","96.708","97.916","98.499","98.744","99.2","99.69","99.6","99.84","99.99","99.95","100.02","99.99","99.95","100.14","100.26","100.23","100.33","100.36","100.37","100.66","100.86","100.75","101.19","101.37","101.67","101.84","101.98","102.12","102.29","102.98","103.28","103.44","104.07","104.46","104.89","105.39","105.56","105.7","105.79","106.19","106.45","107.84","109.51","110.66","111.83","112.51",
"전국","비타민제","소비자물가지수[2020=100]","2020=100","100.172","100.121","100.141","99.991","99.92","99.669","99.539","99.559","99.529","99.569","99.75","99.76","99.378","99.388","99.489","99.499","99.76","99.619","99.509","99.499","99.79","99.81","99.79","99.91","100.08","100.27","100.22","100.21","99.94","99.91","99.98","100.01","99.81","99.81","99.81","99.96","100.25","100.55","101.29","101.53","101.88","102.05","102.12","102.28","102.18","102.23","102.37","102.48","102.45","102.53","102.57","102.71","102.78","103.06","103.1","103.28","103.36","103.56","103.78","103.85","104.12","104.34","105.27","106.53","107.6",
"전국","병원약품","소비자물가지수[2020=100]","2020=100","102.34","102.137","102.137","102.029","102.029","102.029","102.029","102.019","101.633","101.633","101.633","100.796","100.796","100.796","100.796","100.796","100.796","100.796","100.796","100.796","100.753","100.753","100.303","100.303","100.22","100.22","100.22","100.18","100.11","100.09","100.09","100.09","99.96","99.64","99.63","99.55","99.55","99.5","99.49","99.49","99.44","99.44","99.44","99.42","99","98.81","98.81","98.7","98.37","98.35","97.59","97.58","97.54","97.52","97.48","97.42","97.2","97.2","97.03","96.99","96.99","96.99","96.99","96.86","96.77",
"전국","화장품","소비자물가지수[2020=100]","2020=100","99.133","99.164","99.174","99.32","98.375","99.527","97.566","98.738","98.946","98.645","98.718","98.303","98.759","99.153","100.181","99.849","100.585","99.766","99.724","98.904","97.867","97.556","97.773","98.593","98.78","99.42","99.19","98.8","98.42","99.76","100.4","100.31","101.48","100.77","100.88","101.79","101.5","101.19","101.77","103.13","102.84","101.06","101.68","101.84","101.85","102.8","100.31","104.37","104.59","107.16","107.35","106.23","109.73","112.12","112.5","112.16","113.05","113.6","115.01","115.72","115.41","114.87","116.91","115.97","115.32",
"전국","샴푸","소비자물가지수[2020=100]","2020=100","96.582","95.627","94.5","98.836","92.074","103.21","99.914","98.334","98.493","98.113","100.478","93.164","99.461","102.217","107.46","107.375","111.552","102.658","99.204","102.524","98.542","100.331","98.199","97.807","95.81","100.52","99.31","101.38","98.79","94.61","101.85","103.07","102.16","102.37","100.7","99.41","100.42","102.27","100.64","100.22","95.14","99.71","102.41","100.78","103.71","102.65","108.07","102.67","110.76","115.24","115.85","114.98","115.94","109.77","112.04","111.85","113.61","114.31","115.01","114.91","120.51","119.13","130.29","125.15","122.09",
"전국","바디워시","소비자물가지수[2020=100]","2020=100","116.104","117.151","101.296","97.907","112.387","102.796","107.81","106.545","107.998","101.812","113.168","106.904","107.779","110.106","112.402","105.342","104.046","98.422","102.234","99.266","103.28","103.577","102.437","104.608","100.89","101.5","100.33","102.28","100.42","99.76","96.53","100.05","103.24","96.88","99.28","98.85","96.03","102.52","99.11","99.83","101.21","90.92","92.5","102.66","100.44","113.33","105.16","102.08","98.08","106.81","104.81","103.5","116.1","116.01","117.54","129.79","129.64","126.46","128.88","131.67","125.58","123.93","122.35","116.04","115.4",
"전국","기초화장품","소비자물가지수[2020=100]","2020=100","99.648","99.479","99.797","99.559","98.814","98.814","96.997","99.072","98.735","99.241","97.891","98.943","98.387","98.616","99.748","100.383","100.87","100.443","100.473","100.353","99.311","99.301","99.599","100.353","100.39","99.89","100.03","99.7","99.91","102.21","100.33","100.09","99.67","98.76","99.29","99.72","99.83","100.12","100.38","100.06","100.22","99.73","100","99.63","99.11","99.76","99.88","99.66","99.49","99.77","101.75","100.84","101.81","106.36","106.27","105.16","105.46","105.38","106.67","106.26","106.55","107.14","106.74","106.94","106.94",
"전국","기능성화장품","소비자물가지수[2020=100]","2020=100","98.817","98.817","99.361","99.381","98.714","100.027","98.335","98.191","98.622","98.335","98.335","98.335","98.335","98.335","98.335","97.678","98.078","98.191","98.571","96.591","95.863","95.647","95.924","96.652","96.91","98.28","98.57","98.3","95.11","97.76","101.15","100.25","103.21","102.52","102.96","104.98","104.23","102.1","104.63","108.16","109.2","104.3","105.06","105.19","104.71","104.75","96.43","110.85","109.67","111.96","110.89","110.29","116.95","121.08","120.2","119.92","121.64","123.21","126.03","126.27","124.29","124.08","125.41","124.63","124.63",
"전국","색조화장품","소비자물가지수[2020=100]","2020=100","97.208","97.549","97.644","98.488","98.374","98.659","97.179","97.967","97.786","96.942","96.952","95.928","97.616","98.905","99.455","100.091","100.575","102.49","100.565","100.831","99.911","99.731","100.062","100.167","100.26","100.35","100.52","99.45","99.8","99.54","99.53","99.74","100.32","100.39","99.7","100.41","100.61","100.66","101.09","101.82","101.75","101.6","101.67","101.39","102.92","103.18","103.09","102.83","101.86","103.91","103.26","104.97","105.37","102.76","100.87","101.39","101.34","101.42","101.71","102.82","103.73","100.72","102.12","104.85","104.85",
"전국","모발염색약","소비자물가지수[2020=100]","2020=100","95.407","97.848","100.542","99.189","95.796","95.453","88.931","97.688","100.61","97.378","100.519","99.476","100.713","99.59","100.542","96.576","97.562","98.719","100.61","95.831","94.811","87.831","91.2","94.96","101.96","98.96","95.48","89.16","104.51","104.91","97.15","97.9","101.75","103.06","101.3","103.85","102.48","100.52","98.63","102.31","99.17","99.16","97.45","98.72","99.49","104.4","105.53","102.99","103.02","114.52","112.15","104.11","107.57","107.81","115.95","111.68","111.51","112.68","108.77","118.52","115.79","110.87","118.49","116.84","112.32",
"전국","기타","소비자물가지수[2020=100]","2020=100","97.456","98.461","98.48","98.753","98.939","98.939","98.675","98.773","98.636","98.695","98.822","98.929","97.622","99.261","99.056","99.202","99.3","98.978","99.114","99.163","98.997","99.563","98.948","99.514","100.03","100.71","100.42","99.89","100.83","100.56","99.92","99.99","99.47","99.72","99.31","99.14","99.29","99.24","99.02","98.79","99.43","99.46","99.52","99.74","99.43","99.81","99.91","100.68","100.58","101.23","101.56","102.5","103.21","103.95","104.15","104.51","103.87","104.94","105.29","106.15","106.27","107.12","107.37","107.53","107.81",
"전국","담배","소비자물가지수[2020=100]","2020=100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"전국","아동화","소비자물가지수[2020=100]","2020=100","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","94.091","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","106.33","106.33","106.33","106.33","106.33","106.33",
"전국","구두","소비자물가지수[2020=100]","2020=100","86.768","96.521","96.521","96.521","96.521","96.521","95.859","95.859","95.859","95.859","96.804","97.861","87.473","97.861","97.861","97.861","97.861","97.861","97.861","97.861","98.488","98.488","98.488","98.488","93.53","97.03","97.03","87.85","97.71","97.71","104.86","104.86","104.86","104.86","104.86","104.86","101.83","104.86","104.86","101.28","104.86","104.86","104.86","104.86","104.86","100.58","106.08","106.6","107.97","110.83","110.83","108.56","110.87","110.88","112.29","112.29","112.29","110.69","110.69","112.29","112.29","112.9","112.9","112.9","112.9",
"전국","운동화","소비자물가지수[2020=100]","2020=100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","104.2","104.2","104.2","104.2","107.8","107.8","107.8",
"전국","실내화","소비자물가지수[2020=100]","2020=100","99.359","99.142","99.221","99.784","100.012","99.873","99.932","99.932","99.932","99.962","99.962","100.17","100.209","100.14","100.249","100.229","100.061","100.11","99.745","99.764","99.962","99.962","99.646","100.012","100.4","100.28","99.93","99.99","99.98","100.09","100.09","100.04","100.04","99.84","99.67","99.67","99.73","100.14","100.4","100.65","100.78","101.24","101.58","101.79","102.77","103.4","104.17","104.69","105.2","107.09","108.91","110.52","110.97","111.92","112.79","114.43","116.64","117.41","118.81","119.63","120.38","121.29","122.45","123","122.99",
"전국","주택수선재료","소비자물가지수[2020=100]","2020=100","94.341","94.52","94.68","96.861","97.463","97.99","98.131","98.149","98.14","98.168","98.337","98.356","98.394","98.666","98.958","98.93","99.184","99.221","99.362","99.522","99.588","99.644","99.748","99.795","99.83","99.86","99.98","99.98","100.01","100.05","100.04","100.06","100.11","100.04","100","100.03","100.14","100.38","100.79","102.06","104.5","106.22","106.7","107.45","107.73","108.2","108.87","109.2","109.75","110.38","111.73","115.04","116.09","116.97","117.45","117.78","117.96","118.1","118.23","118.18","118.31","118.47","118.68","118.29","118.76",
"전국","식기","소비자물가지수[2020=100]","2020=100","81.015","93.938","94.1","94.074","93.674","93.98","94.27","94.407","94.194","95.43","95.489","94.671","85.328","95.609","94.509","95.66","95.515","95.319","93.861","97.109","98.047","100.143","99.257","100.169","96.19","102.04","97.79","95.28","102.02","100.32","102.47","100.96","99.74","101.68","101.6","99.88","92.65","100.73","102.01","94.75","100.49","102.35","102.32","102.37","97","92.52","102.97","101.33","92.88","103.11","101.45","105.97","111.09","111.89","109.66","114.61","108.12","104.58","109.84","108.29","112.64","121.26","118.7","112.95","119.49",
"전국","컵","소비자물가지수[2020=100]","2020=100","102.388","104.714","105.504","99.194","105.392","104.035","103.033","101.119","102.911","103.545","99.762","105.281","104.758","100.719","105.281","105.949","104.914","99.662","103.222","99.172","99.929","98.682","97.024","100.919","100.85","99.18","99.32","99.97","102.58","102.8","98.82","101.97","100.6","98.78","98.7","96.43","96.6","96.64","95.36","99.86","97.83","96.82","96.74","100.37","93.65","99.43","95.39","96.66","98.67","96.78","100.43","103.26","98.82","102.45","103.79","104.65","100.27","104.94","102.21","105.76","105.65","103.61","102.51","102.45","104.45",
"전국","솥","소비자물가지수[2020=100]","2020=100","97.203","88.852","95.895","96.224","96.331","95.934","89.889","98.201","98.491","98.433","98.821","98.879","98.888","98.995","98.976","83.611","89.676","99.276","99.14","94.684","99.634","102.57","97.987","102.327","95.35","102.5","102.18","95.7","97.5","102.46","93.63","97.48","103.08","103.26","103.38","103.5","103.61","99.41","103.71","99.25","99.07","104.45","94.19","105.1","98.4","105.94","103.24","109.61","110.97","114.68","115.17","107.86","115.62","115.71","103.82","115.93","105.16","116.27","116.39","116.58","116.87","117.49","117.65","117.69","117.73",
"전국","프라이팬","소비자물가지수[2020=100]","2020=100","107.602","93.909","107.645","105.236","106.824","106.398","104.054","103.127","91.64","105.929","98.172","106.259","97.831","100.825","101.145","100.09","106.174","103.745","105.343","108.55","87.175","105.844","89.679","106.249","89.21","106.37","99.22","98.52","106.34","105.58","105.62","102.44","88.16","99.79","94.32","104.43","105.63","97.54","99.88","98.36","99.86","104.65","102.12","103.33","94.87","106.4","90.62","112.76","100.5","116.95","105.17","112.56","116.43","116.84","118.84","118.05","104","115.96","100.8","117.89","98.41","119.47","118.39","117.72","120.27",
"전국","냄비","소비자물가지수[2020=100]","2020=100","103.158","98.51","101.521","99.476","101.297","102.823","102.273","102.538","97.472","103.667","95.998","103.067","98.093","104.094","97.767","101.805","102.843","104.114","99.527","104.216","92.112","102.762","90.505","104.094","94.34","104.26","94.72","99.89","103.77","103.93","99.88","103.82","98.03","104.23","89.67","103.45","104.91","102.27","102.79","106.07","108.67","108.58","103.83","109.92","98.66","110.2","99.42","112.18","101.23","119.16","112.09","117.63","119.55","117.32","118.32","120.45","109.88","120.24","111.31","123.61","106.95","123.65","114.77","121.64","124.12",
"전국","수저","소비자물가지수[2020=100]","2020=100","96.574","96.651","96.834","96.718","97.17","97.295","97.333","97.343","97.92","98.035","97.843","97.92","98.025","98.102","98.314","98.602","98.737","98.727","99.227","99.39","99.39","99.487","99.487","99.035","98.88","100.66","99.67","100.81","100.79","99.55","99.09","100.99","99.63","101.04","99.06","99.84","100.51","97.76","100.64","99.72","101.78","99.88","99.4","100.89","96.82","101.68","100.7","100.83","100.41","103.28","101.88","107","106.98","103.06","104.3","108.1","104.93","107.47","105.67","109.31","107.35","111.83","110.03","108.89","111.62",
"전국","밀폐용기","소비자물가지수[2020=100]","2020=100","105.532","105.949","105.766","98.821","96.907","105.959","106.204","106.244","94.361","106.306","106.489","106.682","106.764","106.764","95.196","106.957","107.1","102.823","99.697","106.56","82.692","106.061","94.015","105.145","106.61","107.28","106.86","107.38","107.97","72.03","93.9","107.93","94.82","107.26","93.86","94.11","107.93","106.95","93.83","92.72","106.4","80.9","92.14","93.43","87.4","94.88","103.98","108.81","117.12","91.01","104.46","114.81","118.74","118.02","119.44","118.41","114.42","121.37","116.39","119.9","115.82","121.61","115.77","118.66","121.77",
"전국","부엌용용구","소비자물가지수[2020=100]","2020=100","96.661","96.588","96.772","97.085","96.321","97.37","97.352","97.242","96.182","96.09","95.934","96.726","92.563","96.578","97.324","97.499","97.518","97.932","98.697","100.097","100.953","100.916","98.835","100.649","100.3","101.18","99.82","99.99","101.04","98.34","100.46","100.93","99.82","100.46","99.85","97.81","98.08","101.05","100.54","100.41","100.39","102.05","101.61","102.7","105.7","106.79","106.38","106.64","107.81","108.46","108.04","107.61","107.88","107.57","107.57","110.49","111.84","113.1","111.92","112.38","113.36","113.98","114.48","113.58","114.14",
"전국","건전지","소비자물가지수[2020=100]","2020=100","95.105","94.666","95.009","94.772","94.675","95.105","95.237","95.535","95.658","95.658","95.764","95.79","95.851","94.912","96.246","96.326","96.062","97.423","96.501","97.019","99.275","99.477","99.784","100.012","97.7","100.33","100.58","100.29","98.87","100.5","100.51","98.25","100.57","100.63","101.02","100.77","98.59","101.09","101.02","101","97.43","103.13","103.77","100.65","104.77","104.11","103.69","101.76","101.98","104.27","107.67","107.6","110.35","109.57","113.01","111.55","114.73","114.99","115.76","116.86","116.79","117.41","117.31","124.23","125.45",
"전국","소형가사용품","소비자물가지수[2020=100]","2020=100","107.774","107.774","107.774","107.774","107.774","107.774","107.774","107.774","107.774","107.774","107.774","107.774","105.651","105.651","105.651","105.651","105.651","105.651","101.183","101.183","101.183","101.183","101.183","101.183","100.07","98.78","100","100.45","99.26","99.34","100.32","100.06","100.37","100.29","100.57","100.48","100.42","100.21","100.23","101.41","101.41","102.65","103.42","103.82","103.7","103.5","103.12","103.05","103.4","104.35","105.19","105.77","105.91","105.51","105.43","107.47","106.97","106.49","106.44","106.52","106.47","107.56","107.82","108.35","108.17",
"전국","세탁세제","소비자물가지수[2020=100]","2020=100","102.153","102.846","100.387","98.332","102.846","101.599","103.562","99.763","103.32","100.237","100.814","98.274","97.581","104.878","104.313","101.068","99.648","98.493","102.985","101.899","102.13","100.791","95.41","98.239","101.19","99.79","100.61","97.78","99.49","100.83","99.04","100.64","100.77","101.38","99.53","98.92","99.32","97.28","97.29","96.5","97.52","98.28","97.77","98.14","98.89","100.93","101.41","100.73","102.99","101.69","98.55","109.57","111.35","109.83","117.42","118.87","117.42","115.59","118.35","115.78","118.31","118.17","118.65","119.6","122.85",
"전국","섬유유연제","소비자물가지수[2020=100]","2020=100","111.933","113.759","105.409","107.616","110.737","103.016","112.057","105.557","108.973","104.644","109.997","110.54","113.771","113.204","111.428","107.394","110.096","99.673","108.899","103.768","103.805","102.362","98.958","107.875","104.39","106.77","99.87","102.4","100.97","98.37","105.35","99.52","99.36","95.93","91.11","95.98","103.96","96.25","99.83","100.73","98.88","102.55","103.17","99.52","101.33","105.26","105.4","109.23","108.94","109.23","108.88","112.81","111.53","107.32","108.42","109.31","104.3","109.45","108.2","117.85","126.87","117.65","118.92","118.99","121.26",
"전국","전구","소비자물가지수[2020=100]","2020=100","102.688","102.764","101.784","102.209","102.1","97.209","102.078","102.405","102.862","102.426","102.535","102.459","102.143","102.437","100.389","102.448","102.317","99.104","99.965","99.801","99.997","100.684","97.819","100.64","97.95","100.6","101.99","102.57","102.51","99.95","99.9","97.64","98.27","99.75","99.38","99.51","98.24","100.59","98.12","99.89","97.02","100.65","100.89","100.25","99.97","100.55","95.31","99.97","104.3","101.48","100.87","99.92","104.71","105.98","107.63","105.47","107.25","107.94","105.24","108.35","105.35","110.91","110.37","106.12","110.14",
"전국","부엌용세제","소비자물가지수[2020=100]","2020=100","99.131","97.966","99.141","98.967","99.754","100.347","98.16","97.946","99.069","98.906","96.985","98.743","99.703","98.324","99.437","99.887","98.313","98.722","98.722","99.008","98.497","98.977","99.315","98.436","96.38","97.2","101.19","99.82","99.76","99.96","99.79","101.28","101.22","101.52","101.33","100.55","100.62","100.47","94.25","100.89","100.66","100.65","98.09","97.7","99.51","100.07","100.07","100.65","102.31","103.4","105.47","105.05","107.99","109.43","110.02","110.37","111.08","110.96","110.23","114.59","114.62","113.21","114.51","114.45","114.83",
"전국","청소용세제","소비자물가지수[2020=100]","2020=100","90.757","90.784","90.82","90.856","90.74","90.775","91.089","91.134","90.82","91.152","91.062","91.197","91.958","93.679","95.354","96.421","97.855","99.055","99.306","99.342","99.584","99.369","99.584","99.629","99.66","99.77","99.88","99.92","99.98","100.15","100.24","100.34","100.5","100.31","99.69","99.57","99.84","100.18","100.07","100.45","100.54","100.79","100.71","100.81","100.83","100.91","101.28","102.99","104.71","106.27","107.62","108.01","108.71","109.63","110.39","110.71","111.03","110.94","110.2","110.52","110.51","110.86","110.9","111.02","111.38",
"전국","살충제","소비자물가지수[2020=100]","2020=100","97.146","97.202","97.146","97.546","97.285","96.709","94.178","94.336","95.462","95.201","95.527","95.453","95.453","95.462","95.741","95.806","93.945","91.796","91.312","92.066","93.648","93.899","93.843","94.169","94.35","94.25","94.69","96.67","100.23","102.22","102.64","102.51","102.88","103.07","103.13","103.38","103.41","103.5","103.62","105.53","107.11","106.66","106.5","107.89","107.44","107.47","107.8","107.67","107.74","108.37","108.74","114.54","117.86","119.55","119.23","119.21","119.87","119.77","119.8","119.92","120.12","120.22","120.6","121.79","124.24",
"전국","가정용비닐용품","소비자물가지수[2020=100]","2020=100","84.267","84.109","84.3","84.606","86.006","86.826","88.515","88.317","89.666","89.261","90.097","89.956","88.938","90.296","94.139","97.344","97.948","98.42","99.041","99.008","99.588","99.638","97.021","99.704","98.96","99.71","99.87","99.91","99.75","99.77","99.42","100.4","100.42","100.53","100.68","100.6","100.86","99.74","100.53","100.86","99.24","106.13","107.07","107.81","107.38","108.53","108.78","107.54","110.72","112.03","109.36","111.66","111.08","116.25","115.57","117","116.9","119.22","118.92","119.57","121.04","121.44","121.87","118.46","122.6",
"전국","키친타월","소비자물가지수[2020=100]","2020=100","101.131","100.691","97.961","97.471","99.934","97.511","100.926","100.855","99.014","98.288","100.619","102.143","100.967","101.263","103.543","102.705","103.472","104.545","105.005","97.859","101.846","102.552","104.576","96.959","102.65","97.33","99.33","103.36","102.8","102.78","99.81","98.53","91.02","99.61","102.52","100.25","100.26","103.23","99.18","101.07","103.38","108.38","112.01","112.8","110.52","111.41","111.85","111.41","107.79","111.58","107.06","109.72","119.56","118.37","119.5","120.1","106.51","124.37","128.44","133.96","134.88","133.95","132.46","132.72","133.7",
"전국","방향제","소비자물가지수[2020=100]","2020=100","98.441","97.71","99.154","100.963","97.26","101.292","99.491","101.151","94.212","97.241","100.016","97.841","100.157","99.904","96.537","99.688","100.504","101.301","99.613","99.932","100.185","96.481","102.023","100.457","101.82","101.28","96.85","101.19","102.14","98.44","98.43","99.11","98.35","100.05","98.92","103.46","106.46","105.62","103.64","105.68","107.57","103.94","104.03","106.46","104.07","104.98","106.7","104.29","106.2","109.94","111.15","114.73","115.34","116.21","117.42","118.21","114.11","116.32","117.69","120.69","120.37","120.58","122.33","123.25","125.64",
"전국","습기제거제","소비자물가지수[2020=100]","2020=100","109.499","109.609","109.439","110.378","109.908","110.058","109.659","110.088","109.998","109.869","109.639","109.559","109.32","109.639","109.719","105.018","104.629","110.158","95.975","94.368","96.185","95.127","95.566","95.686","96.76","95.44","95.51","99.05","101.77","100.44","100.97","99.85","100.26","103.13","103.35","103.47","100.55","100.17","102.72","102.76","104.04","101.11","101.15","102.24","101.48","103.93","102.9","99.91","98.31","97.89","98.19","103.27","105.05","105.31","105.66","104.79","104.96","105.2","105.32","109.86","119.35","121.38","123.62","124.46","118.51",
"전국","종이기저귀","소비자물가지수[2020=100]","2020=100","91.893","92.472","93.209","91.981","92.158","93.68","87.739","91.333","91.942","92.138","91.294","90.715","90.872","91.834","91.785","92.659","91.952","93.965","92.629","92.865","94.181","94.436","95.664","98.413","99.45","100.01","100.36","100.78","100.4","99.66","99.75","97.06","97.97","100.72","100.65","103.19","104.13","104.68","104.4","104.38","104.6","102.9","103.47","100.56","104.66","103.19","104.48","104.37","104.39","103.84","102.07","104.47","105.21","106.2","107.1","108.29","108.52","110.25","111.96","111.43","113.7","113.7","110.53","112.28","113.46",
"전국","생리대","소비자물가지수[2020=100]","2020=100","97.491","99.176","100.373","100.921","100.545","100.545","96.446","99.957","100.85","99.45","98.192","98.536","95.98","99.906","99.399","98.993","99.713","97.431","99.906","97.512","100.342","99.399","101.245","98.841","100.75","101.51","99.61","101.24","100.42","99.97","99.6","99.76","100.73","99.74","98.66","98.03","97.72","99.34","99.99","100.88","101.1","100.82","101.3","101.4","101.83","97.46","100.8","103.22","102.82","104.79","106.41","111.34","109.97","108.89","107.71","110.7","110.93","116.83","115.09","108.94","114.94","114.55","117.83","116.11","116.96",
"전국","마스크","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","113.41","114.43","114.26","114.23","114.23","121.67","91.92","90.92","83.03","81.61","80.44","79.87","78.92","78.38","78.03","77.39","76.72","75.2","75.11","74.6","75.07","74.17","73.9","73.86","73.86","73.86","73.29","72.84","72.49","72.43","72.1","72.1","71.51","71.51","71.61","71.34","71.51","71.04","70.93","70.54","70.64",
"전국","반창고","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","99.7","100.01","99.58","100.18","99.97","99.99","99.81","99.69","99.91","100.51","100.4","100.28","100.57","100.51","100.9","100.48","100.12","99.6","99.54","99.54","99.54","99.56","99.56","99.51","99.51","99.58","99.62","99.66","99.7","99.88","99.88","99.73","99.82","99.86","99.84","99.86","99.86","99.94","99.97","100","100.07",
"전국","안경","소비자물가지수[2020=100]","2020=100","101.642","101.652","101.652","101.795","101.357","101.296","101.296","101.205","101.205","101.154","101.154","101.042","101.093","100.91","100.106","100.096","100.34","100.259","100.411","100.391","100.35","100.391","100.493","100.086","100.11","100.13","100.1","100.33","100.24","99.87","99.69","99.94","99.89","99.77","100","99.91","99.91","99.91","99.79","99.73","99.31","99.42","99.07","99.02","99.18","99.2","99.17","99.31","99.11","99.11","97.93","98.22","98.2","98.25","98.26","98.35","98.52","98.52","98.4","98.52","99.34","100.22","100.71","101.02","101.17",
"전국","콘택트렌즈","소비자물가지수[2020=100]","2020=100","103.242","102.566","102.429","102.471","102.556","102.535","102.355","102.345","102.513","102.45","102.292","101.975","101.659","101.627","98.999","98.873","98.588","98.071","99.147","100.16","100.339","100.92","100.561","100.339","100.67","100.47","100.39","100.53","99.8","100.27","99.94","99.92","99.93","99.67","99.51","98.9","98.9","98.52","98.09","97.8","96.09","96.8","96.61","96.81","96.03","96.5","96.18","96.02","95.57","95.38","94.85","94.3","94.42","93.69","93.59","93.38","93.37","93.52","93.66","92.81","92","92.12","92.25","94.24","95.13",
"전국","의료측정기","소비자물가지수[2020=100]","2020=100","96.4","96.468","96.42","97.412","96.945","96.702","96.575","96.614","96.546","96.575","96.536","96.546","96.031","96.478","95.953","96.254","95.613","95.418","95.379","95.369","95.953","95.69","96.838","96.76","95.13","96.13","97.24","98.88","100.64","102.43","102.69","101.71","101.62","101.71","101.22","100.61","100.23","99.98","99.35","98.63","98.39","97.98","97.97","97.77","97.46","97.63","98.46","98.71","98.23","98.97","99.26","99.44","99","99.44","99.65","100.1","100.13","100.12","100.04","98.95","100.52","100.54","100.55","100.45","100.51",
"전국","보청기","소비자물가지수[2020=100]","2020=100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
