"시도별","품목별","항목","단위","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월",
"전국","부침가루","소비자물가지수[2020=100]","2020=100","99.69","85.774","98.754","101.684","100.315","102.47","98.885","101.966","98.834","99.348","98.653","97.344","95.381","95.622","99.851","100.083","98.23","98.875","95.119","100.405","93.941","100.315","101.302","101.614","87.46","97.95","103","104.23","102.21","102.36","94.78","101.73","98.02","103.37","102.28","102.62","100.64","87.37","101.22","102.35","105.74","106.43","105.04","107.98","97.71","111.27","113.65","115.94","114.27","114.19","117.28","124.01","126.63","129.94","138.23","143.76","138.83","145.58","146.05","147.31","140.39","144.21","139.22","145.75","147.37",
"전국","케이크","소비자물가지수[2020=100]","2020=100","93.99","94.574","95.634","95.751","95.767","95.792","95.817","95.859","95.859","95.884","95.909","95.926","97.703","98.229","98.295","98.312","98.304","98.304","98.329","98.362","98.37","98.404","98.404","98.404","99.14","99.8","99.96","100.07","100.09","100.11","100.12","100.13","100.13","100.13","100.15","100.15","100.77","100.88","101.94","101.96","101.96","101.98","101.98","102","102.5","103.78","104.04","104.62","105.19","106.94","109.42","109.58","111.52","112.63","112.7","112.75","113.76","113.81","113.88","113.9","116.08","120.1","120.79","122.18","122.18",
"전국","빵","소비자물가지수[2020=100]","2020=100","88.361","93.013","93.254","93.595","93.653","93.678","93.678","94.367","94.484","94.567","94.6","94.6","94.833","94.974","96.785","98.721","98.862","98.887","98.92","98.912","98.912","98.92","98.978","99.028","99.15","99.82","99.94","100.08","100.11","100.07","100.13","100.14","100.12","100.14","100.15","100.15","100.19","100.37","106.29","106.37","106.41","106.41","106.4","106.42","106.44","106.57","106.67","107.54","107.67","108.88","115.82","116.07","116.1","116.18","119.8","122.34","122.48","122.87","123.5","123.54","123.56","128.12","128.32","129.16","129.46",
"전국","떡","소비자물가지수[2020=100]","2020=100","88.828","89.248","89.537","90.586","90.481","90.674","90.779","91.155","92.476","92.677","93.456","95.275","96.439","97.27","97.602","97.891","97.681","97.917","98.381","98.451","98.6","99.474","99.518","99.676","99.46","99.9","100.22","99.96","99.78","99.83","99.95","100.03","100.04","100.09","100.26","100.47","101.64","102.02","103.45","104.35","104.82","104.97","105.61","106.06","106.64","107.19","107.24","107.41","107.7","108.44","108.46","109.66","110.3","110.62","110.81","111.15","111.87","112.59","112.74","113.5","113.9","115.46","115.91","116.12","116.64",
"전국","파스타면","소비자물가지수[2020=100]","2020=100","94.042","92.421","91.237","90.247","93.809","91.557","91.091","94.217","94.857","95.673","93.392","93.382","93.858","94.178","94.45","93.557","92.266","94.489","93.858","93.955","93.508","92.683","92.877","93.304","94.26","97.58","95.67","94.93","100.94","103.25","103.36","104.81","102.32","101.78","101.01","100.1","101.5","99.83","99.66","103.97","106.3","107.49","107.85","109.02","108.1","108.04","105.37","105.87","112.9","113.05","113.73","112.96","114.52","114.79","114.66","113.64","113.2","113.23","113.64","115.87","117.27","118.22","133.18","137.85","137",
"전국","소시지","소비자물가지수[2020=100]","2020=100","95.121","96.479","94.62","97.069","97.168","96.636","94.964","96.115","95.436","96.154","91.845","96.066","95.603","95.918","95.849","96.39","95.338","94.639","94.502","96.912","92.298","95.633","94.433","95.357","95.09","95.24","100.54","100.69","101.37","101.53","100.07","101.25","101.78","100.28","100.6","101.57","101.34","101.05","99.52","99.49","101.46","100.88","102.34","100.05","102.46","103.2","103.36","104.11","104.16","104.04","103.18","103.55","104.12","104.8","105.8","111.96","113.22","113.23","113.78","114.67","115.01","117.17","117.27","117.4","116.5",
"전국","햄및베이컨","소비자물가지수[2020=100]","2020=100","96.163","95.977","96.91","97.138","97.646","96.972","96.765","97.978","98.019","97.304","97.739","98.34","98.112","98.143","97.2","95.883","96.267","95.458","94.546","91.478","96.578","95.407","95.386","93.561","96.59","96.87","101.3","101.44","101.81","103.19","99.45","98.6","98.7","99.41","101.26","101.41","102.34","102.01","102.13","102.5","102.1","102.85","105.58","106.23","106.57","107.39","109.24","106.41","107.67","110.48","110.31","111.87","112.88","112.61","114.07","116.3","116.83","115.86","115.85","117.64","119.57","118.99","118.2","116.57","114.46",
"전국","기타육류가공품","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","96.25","96.76","101.23","101.29","101.65","103.08","99.5","98.68","98.74","99.64","101.59","101.6","102.24","101.83","102.14","102.46","101.86","102.68","96.97","101.23","100.28","97.85","101.08","103.14","103.74","103.15","106.22","108.85","112.85","113.31","116.7","116.4","116.14","116.38","117.03","117.25","119.78","122.32","123.87","126.91","129.01",
"전국","오징어채","소비자물가지수[2020=100]","2020=100","95.04","99.071","101.538","99.814","100.725","99.477","98.608","97.514","98.075","96.302","97.367","97.627","98.377","98.741","98.832","99.659","100.921","100.662","100.36","100.171","101.265","101.65","101.84","100.865","101.4","101.83","99.3","99.18","100.86","100.38","99","99.38","98.75","99.87","99.53","100.52","100.19","100.33","99.28","97.88","98.09","94.15","96.98","96","96.71","96.2","97.41","97.25","97.45","98.33","95.86","95.76","94.71","95.85","95.65","97.25","97.97","98.6","99.58","101.44","101.31","99.42","101.8","102.36","102.07",
"전국","북어채","소비자물가지수[2020=100]","2020=100","92.051","89.996","93.034","90.971","89.857","89.961","89.343","90.031","91.189","91.659","91.589","91.311","92.329","92.764","92.39","93.852","95.08","95.924","97.9","98.292","98.858","98.553","99.241","99.458","99.62","99.78","99.47","99.8","99.88","99.92","100.35","100.77","100.46","100.49","99.73","99.72","99.74","99.91","99.11","99.79","99.94","100.69","100.62","100.73","100.79","101.63","101.49","101.35","102.12","101.8","105.05","107.66","108.39","109.6","111.34","112.49","112.91","113.57","114.64","115.06","113.99","114.85","114.94","116.83","116.88",
"전국","어묵","소비자물가지수[2020=100]","2020=100","82.817","82.732","85.664","88.865","90.352","91.822","91.315","92","89.778","91.476","90.318","90.64","90.868","90.952","94.247","97.559","98.505","98.293","98.403","98.834","99.485","99.611","98.936","99.544","98.79","99.65","99.12","99.81","99.94","99.16","100","101.34","101.33","101.25","101.48","98.11","99.82","101.33","102.62","103.06","103.14","101.85","102.61","102.61","99.38","101.7","102.91","104.79","106.37","106.93","107.23","107.52","110.64","110.2","108.11","112.51","114.2","114.33","115.47","121.04","124.57","126.23","128.11","131.83","132.47",
"전국","맛살","소비자물가지수[2020=100]","2020=100","96.072","95.135","96.269","96.035","95.341","95.529","96.588","95.819","94.301","94.948","95.36","95.388","93.682","94.554","97.45","100.825","101.406","101.237","101.172","101.228","99.184","100.066","100.066","99.025","97.7","97.77","98.6","99.16","99.73","99.54","101.23","101.28","101.09","101.88","100.98","101.03","101.05","98.92","100.88","101.19","101.29","101.74","101.96","102.56","96.86","101.09","101.56","102.03","100.48","102.04","107.3","108.98","110.04","110.28","111.97","117.24","115.88","121.63","121.21","122.63","128.02","131.06","133.27","134.23","134.32",
"전국","수산물통조림","소비자물가지수[2020=100]","2020=100","95.405","95.949","96.239","96.439","96.294","96.947","97.219","97.164","97.455","96.756","97.074","97.019","97.11","97.509","97.564","97.582","97.518","97.346","96.865","97.11","97.074","96.502","96.647","97.31","100.08","99.04","100","99.48","100.14","100.88","100.3","98.77","100.22","100.32","100.45","100.32","100.19","101.37","101.97","101.33","101.36","103.15","102.34","102.33","102.32","102.85","103.45","103.24","104.09","104.39","105.36","106.01","105.06","107.71","106.94","107.74","108.47","104.93","109.35","111.67","112.13","113.88","114.42","115.67","115.08",
"전국","젓갈","소비자물가지수[2020=100]","2020=100","90.087","90.147","90.491","90.97","91.172","91.337","91.659","92.123","92.714","93.53","93.38","93.56","93.77","93.927","94.458","96.584","97.131","97.325","97.722","98.089","98.343","98.732","97.857","97.213","98.82","99.11","99.41","99.47","100.29","100.8","100.8","100.94","101.32","101.57","99.11","98.37","100.15","99.89","100.14","100.42","100.92","100.94","100.99","102.1","102.99","103.34","101.5","101.71","102.97","103.8","104.03","104.58","104.74","105.13","101.3","101.06","100.74","105.01","101.33","102.15","104.08","104.86","105.25","105.72","105.93",
"전국","우유","소비자물가지수[2020=100]","2020=100","94.009","93.715","93.715","93.81","93.839","94.057","94.132","94.057","97.26","97.696","97.705","97.696","97.781","99.193","99.581","99.686","99.695","99.78","99.847","99.695","99.818","99.79","99.733","99.828","99.78","99.97","99.93","99.93","100","100.06","99.86","100.35","99.95","100.02","100.07","100.08","100.1","100.08","100.08","100.03","100.02","100.1","100.02","99.78","99.88","103.95","106.58","106.64","106.73","106.85","106.89","106.91","106.91","106.94","106.6","106.55","106.66","106.76","106.73","115.16","115.96","116.4","116.48","116.43","116.59",
"전국","분유","소비자물가지수[2020=100]","2020=100","98.489","97.958","91.139","101.927","97.845","99.145","99.326","99.179","99.179","97.177","95.504","99.01","97.675","97.958","99.1","99.077","99.043","98.953","96.148","98.942","98.399","93.559","97.098","97.064","97.59","98.31","98.93","98.98","99","98.23","101.27","101","103.01","101.76","100.62","101.3","100.66","103.02","103.02","101.08","101.08","100.94","100.85","101.87","99.88","99.6","99.46","99.31","99.43","95.17","107.52","104.19","103.49","103.52","103.51","101.23","101.62","100.74","103.4","103.37","101.53","106.2","107.06","110.8","108.41",
"전국","치즈","소비자물가지수[2020=100]","2020=100","99.664","100.774","100.823","100.021","100.358","99.505","99.238","98.712","100.863","100.675","100.972","100.625","100.05","100.457","100.724","100.427","100.437","100.11","100.09","98.504","99.079","98.108","99.367","98.544","99.01","99.82","98.8","99.21","99.7","99.52","100.05","101.33","101.93","102.22","100.44","97.96","99.99","99.84","99.72","99.49","99.46","97.83","99.42","100.28","100.5","99.84","98.56","99.72","100.95","100.75","102.97","105.99","109.86","109.75","110.69","111.04","115.03","127.71","133.92","135.43","134.08","135.9","134.67","132.38","133.93",
"전국","발효유","소비자물가지수[2020=100]","2020=100","95.282","95.133","92.198","96.064","98.84","98.058","97.396","97.983","98.058","98.328","98.272","98.477","98.151","98.514","97.806","98.216","98.673","97.992","98.216","98.16","98.142","97.881","98.235","97.219","98.82","98.8","100.54","99.88","100.52","100.62","100.16","99.7","100.64","100.69","99.15","100.46","100.75","100.66","100.65","100.49","100.46","100.53","100.77","100.68","99.91","100.15","102.35","103.06","102.8","102.58","102.58","103.78","103.88","103.41","103.38","103.49","107.74","107.19","108.65","115.94","115.09","117.22","117.32","115.26","117.54",
"전국","참기름","소비자물가지수[2020=100]","2020=100","84.981","78.75","86.126","87.466","88.348","88.034","83.591","86.024","88.042","91.188","91.052","91.273","88.025","89.543","87.924","88.186","91.4","91.976","91.12","90.925","90.645","91.078","95.877","97.14","93.95","98.93","99.25","100.57","100.52","100.79","101.63","99.13","100.33","101.21","101.09","102.59","101.71","100.57","101.83","102.27","99.97","102.67","104.71","106.49","105.78","106.87","108.3","109.43","112.96","113","116.64","114.6","116.89","115.73","115.73","116.15","117.56","120.74","117.23","125.1","129.6","129.97","138.68","139.87","133.78",
"전국","식용유","소비자물가지수[2020=100]","2020=100","106.764","102.183","101.429","104.006","101.519","99.785","104.254","103.578","105.121","103.511","106.843","106.415","107.653","104.738","103.488","101.687","101.53","104.378","101.654","101.507","99.369","98.682","98.142","98.221","93.33","95.58","100.01","99.17","105.38","97.74","102.53","101.01","98.23","102.1","101.65","103.26","101.01","104.8","113.12","113.51","113.18","106.62","103.98","107.01","105.97","115.7","115.23","116.01","115.56","129.64","137.59","138.48","138.83","149.54","161.83","157.43","164.51","165.19","165.13","164.29","162.79","167.16","163.25","159.82","158.32",
"전국","과일가공품","소비자물가지수[2020=100]","2020=100","95.711","95.656","95.518","95.324","95.536","95.895","95.573","96.255","96.816","97.47","96.936","97.406","97.627","97.59","98.391","96.816","97.82","97.627","98.087","98.151","98.86","98.566","98.483","99.081","106.77","107.07","98.47","97.39","97.47","98.91","98.27","98.74","99.25","99.21","99.23","99.21","102.33","102.42","101.77","101.64","101.95","99.19","103.94","103.19","104.05","103.11","105.72","107.76","109.02","117.69","120.69","121.39","118.51","119.17","120.25","120.91","122.49","123.19","125.14","126.38","126.56","129.89","129.88","131.31","131.53",
"전국","단무지","소비자물가지수[2020=100]","2020=100","95.726","92.44","91.754","92.974","96.2","95.545","99.719","95.847","99.003","99.003","99.366","100.918","99.789","100.081","97.571","98.821","100.979","100.233","102.098","100.273","98.045","100.707","99.456","100.636","98.99","100.41","98.29","99.68","98.83","101.14","99.47","100.26","101.21","100.29","100.3","101.12","100.65","98.67","100.81","100","98.96","99.94","100.03","102.98","97.58","100.28","101.27","101.7","103.86","102","104.07","107.93","108.66","108.31","102.68","102.84","101.8","103.84","106.31","110.97","108.82","111.69","112.2","111.72","110.8",
"전국","맛김","소비자물가지수[2020=100]","2020=100","103.057","102.84","104.599","103.246","102.669","101.794","102.615","104.445","104.211","103.553","103.002","102.308","101.902","102.561","103.093","101.938","102.353","102.037","101.136","100.874","103.372","101.46","100.613","99.377","100.56","98.66","101.63","101.17","101.23","100.94","99.24","97.67","99.45","100.15","99.69","99.6","98.09","98.9","100.65","99.58","99.22","99.82","98.95","99.5","99.66","101.04","99.47","99.88","99.73","99.76","101.71","100.17","102.09","105.15","105.7","108.08","106.8","107.58","107.84","106.88","107.85","107.18","107.99","105.88","107.11",
"전국","초콜릿","소비자물가지수[2020=100]","2020=100","95.31","94.896","95.444","95.983","96.484","96.532","96.436","96.368","96.676","96.349","96.186","96.561","97.581","94.472","95.021","98.553","97.918","98.909","97.908","99.516","99.785","101.19","101.219","101.315","102.89","99.33","100.67","100.85","100.76","100.51","100.51","99.84","97.76","99.79","98.76","98.34","98.96","98.3","98.53","98.75","98.17","99.39","101.54","101.88","100.69","100.46","99.19","99.38","101.57","101.81","98.28","102.94","103.06","103.63","107.63","107.68","109.93","109.91","110.37","110.64","110.64","109.87","116.92","122.06","122.48",
"전국","사탕","소비자물가지수[2020=100]","2020=100","97.475","99.486","89.552","99.435","99.283","101.061","101.376","101.213","98.074","101.782","99.964","98.054","97.891","97.993","89.42","99.842","97.526","100.898","97.607","100.268","101.863","101.853","97.891","100.085","100.75","102.31","100.19","102.09","101.86","97.21","100.82","97.36","100.45","98.56","98.29","100.1","96.92","98.73","95.42","100.05","100.22","97.52","95.78","100.08","96.51","97.79","97.41","100.35","96.14","96.21","96.99","103.76","101.01","102.42","102.15","101.74","104.05","103.84","102.7","104.12","103.01","104.55","108.62","113.68","113.82",
"전국","껌","소비자물가지수[2020=100]","2020=100","102.257","103.871","104.125","99.275","101.716","101.037","100.294","101.249","99.858","100.304","101.376","101.896","100.591","100.633","100.251","99.105","97.205","99.115","98.086","100.272","98.288","98.181","99.094","101.971","99.81","101.85","101.68","99.03","100.38","100.52","100.88","99.46","100.01","98.98","98.14","99.26","101.22","98.89","101.12","97.47","99.34","100.88","99.23","97.76","96.53","99.71","99.87","100.1","101.64","101.89","104.93","105.22","104.9","105.92","105.76","106.53","106.47","107.3","107.02","107.24","107.52","107.37","110","110.77","112.62",
"전국","아이스크림","소비자물가지수[2020=100]","2020=100","96.79","96.71","95.549","96.61","96.159","97.061","95.529","95.228","96.38","95.879","97.251","97.501","99.123","98.803","98.292","97.081","98.983","97.231","95.469","95.028","97.01","100.655","100.345","101.176","99.89","99.9","100.87","100.94","100.5","99.04","99.45","99.1","98.78","100.57","101.1","99.86","98.85","99.38","99.93","100.06","98.69","99.18","98.27","97.46","97.01","99.05","98.55","97.71","99.05","98.48","103.3","107.46","111.48","109.7","107.47","106.04","106.44","106.44","106.71","106.3","106.83","111.91","117.5","118.77","118.02",
"전국","비스킷","소비자물가지수[2020=100]","2020=100","99.425","103.508","104.488","102.957","101.396","102.147","99.224","98.994","99.134","97.393","102.147","101.206","102.107","100.535","101.436","99.835","102.407","99.084","98.534","101.686","101.246","102.337","101.476","101.636","101.93","97.64","100.33","95.51","102.04","98.38","98.22","99.37","97.71","103.08","102.61","103.18","97.57","99.89","98.17","98.25","100.18","98.46","100.25","110.6","110.58","110.21","113.11","113.9","114.2","114.26","115.21","115.25","118.7","118.7","119.93","120.4","121.19","121.34","121.13","120.26","122.89","122.88","123.05","122.49","124.45",
"전국","스낵과자","소비자물가지수[2020=100]","2020=100","96.091","96.193","93.291","95.29","95.944","95.898","96.368","96.137","95.207","96.653","96.312","98.855","99.122","100.264","100.577","100.688","100.163","100.66","97.141","98.523","100.651","95.935","100.577","97.878","100.58","97.54","100.31","99.94","100.35","101.01","99.17","97.35","100.71","100.46","100.76","101.86","102.02","101.07","100.48","100.75","101.25","103","102.1","102.06","101.51","102.3","102.31","102.83","102.88","102.8","105.05","106.07","106.26","106.75","106.73","106.79","107.79","116.4","117.1","117.17","117.33","117.43","116.79","117.88","117.38",
"전국","파이","소비자물가지수[2020=100]","2020=100","96.583","99.469","97.937","96.706","96.862","99.772","97.511","97.78","99.313","99.872","99.973","98.172","99.212","99.727","98.429","100.241","98.709","98.619","99.391","98.339","98.339","97.299","99.212","99.425","100.2","100.72","99.4","99.6","100.53","101.14","100.58","100.05","99.63","98.68","99.54","99.92","99.02","99.08","100.36","97.7","97.98","98.07","98.13","98.69","98.79","97.54","98.54","98.95","97.5","100.74","98.95","101.11","98.9","101.48","101.51","101.23","102.37","108.42","110.17","109.69","109.93","110.21","109.84","110.67","111.21",
"전국","설탕","소비자물가지수[2020=100]","2020=100","98.857","98.837","98.847","98.64","98.995","97.556","99.182","99.103","99.172","99.33","98.975","99.33","99.645","99.813","100.01","100.099","99.813","98.621","99.478","99.695","99.665","99.695","99.695","99.97","99.92","99.88","99.85","99.88","99.88","98.56","99.97","100.44","100.7","100.43","100.2","100.29","100.56","100.57","100.4","100.15","100.11","98.94","99.92","100.72","100.38","105.77","107.18","107.53","107.94","108.03","108","108.25","109.05","108.59","118.28","119.74","121.15","121.2","121.33","121.84","122.02","122.18","122.21","122.2","122.3",
"전국","잼","소비자물가지수[2020=100]","2020=100","99.703","99.992","99.47","98.361","94.075","94.774","94.242","99.908","100.812","97.187","97.821","97.43","96.237","96.498","96.311","97.178","96.936","97.625","97.252","97.141","97.355","97.29","99.088","100.179","97.97","99.58","96.01","98.52","98.45","95.9","99.38","103.46","103.93","105.05","101.13","100.6","100.49","102.91","102.52","105.38","107.38","110.62","113.39","112.94","112.43","112.98","113.96","112.56","113.76","115.75","114.16","114.08","113.9","117.88","120.81","134.05","135.68","136.94","136.87","137.52","137.32","137.67","150.3","153.82","154.37",
"전국","물엿","소비자물가지수[2020=100]","2020=100","98.798","96.12","100.455","97.677","97.737","99.84","99.165","99.284","97.896","99.145","98.768","98.858","98.273","100.276","99.81","99.77","99.85","98.749","99.592","99.671","96.864","99.423","99.731","100.107","98.42","99.97","100.91","99.72","100.02","97.83","100.22","100.36","100.58","100.01","100.73","101.23","102.4","96.55","101.43","103.63","103.25","105.46","108.37","108.33","102.41","107.94","109.06","109.95","110.69","111.34","113.64","114.04","114.05","118.11","127.01","133.3","132.16","139.1","138.84","139.84","135.64","139.24","140.98","141.09","139.96",
"전국","소금","소비자물가지수[2020=100]","2020=100","97.939","97.403","97.51","97.735","97.783","97.012","97.003","96.964","97.208","96.486","96.583","96.466","96.593","97.813","98.047","98.076","97.998","97.803","98.115","98.349","98.525","98.496","97.149","97.13","98.6","98.58","99.53","99.92","99.93","100.59","100.83","101.01","101.05","101.15","99.74","99.07","100.95","100.98","104.97","106.01","106.47","107.94","109.4","117.38","121.7","129.63","129.33","129.07","132.92","133.65","136.46","137.91","138.4","139.53","139.87","141.97","142.48","142.39","141.94","142.23","144.58","144.59","146.45","147","147.98",
"전국","간장","소비자물가지수[2020=100]","2020=100","98.697","97.388","98.197","98.77","98.424","98.533","98.842","98.888","98.515","98.224","98.588","99.07","98.679","98.552","98.942","99.324","99.297","99.497","99.57","99.561","98.397","99.561","99.761","99.924","98.95","99.94","99.89","99.63","100.15","100.6","100.54","100.54","100.34","99.96","99.65","99.82","99.52","99.09","99.25","100.03","100.14","100.23","100.25","100.25","100.14","99.96","104.4","107.92","113.31","116.31","117.72","118.28","118.54","116.32","110.72","108.4","107.65","109.73","117.22","118.03","117.77","118.77","119.17","119.54","116.72",
"전국","된장","소비자물가지수[2020=100]","2020=100","101.535","102.237","104.618","106.254","106.054","105.478","105.352","105.436","106.138","106.747","105.677","105.205","105.174","105.897","106.369","104.041","105.048","105.331","103.978","103.013","104.251","104.859","104.576","104.681","101.87","100.64","98.69","97.47","96.83","97.91","101.2","100.8","101.36","99.41","102.21","101.61","102.16","103.01","102.1","102.21","99.77","104.35","104.41","105.71","106.52","106.64","106.12","106.96","102.78","108.39","118.42","118.82","118.41","118.09","115.3","106.93","111.72","118.18","119.27","119.6","118.59","121.84","124.82","124.03","123.41",
"전국","양념소스","소비자물가지수[2020=100]","2020=100","102.066","88.098","99.001","100.461","103.043","102.847","103.465","103.629","97.581","101.85","101.737","101.551","99.114","98.291","100.081","100.317","101.068","102.014","102.745","103.197","89.877","98.25","99.484","100.245","99.74","99.56","101.14","101.66","100.74","97.73","98.61","99.06","98.58","101.68","100.2","101.3","101.16","98.24","100.59","103.51","102.8","103.09","101.44","101.49","96.71","101.17","99.33","100.85","101.64","99.41","102.92","104.23","103.43","104.52","108.58","108.96","107.5","105.35","107.15","109.26","109.48","112.98","114.34","113.29","113.15",
"전국","고추장","소비자물가지수[2020=100]","2020=100","102.315","102.365","102.436","102.598","102.213","96.624","102.304","103.305","103.426","103.416","103.467","102.85","103.103","103.295","103.396","107.641","110.37","110.986","111.603","110.794","108.207","108.813","109.551","107.156","107.31","104.55","106.33","100.94","99.93","107.22","98.28","94.64","92.29","92.91","97.68","97.91","92.22","98.12","102.88","99.13","104.94","95.19","100.4","93.4","97.3","98.62","99.88","99.89","100.45","103.24","109.29","102.64","103.93","103.84","104.31","105.95","103.22","109.13","116.98","118.04","115.14","115.57","115.09","115.13","105.86",
"전국","카레","소비자물가지수[2020=100]","2020=100","101.64","101.611","102.419","102.296","101.031","101.887","100.936","101.117","100.575","99.549","99.434","99.615","100.699","100.718","99.957","101.117","101.991","102.105","100.993","100.974","101.364","98.123","101.507","101.117","99.19","99.28","100","100.17","101.26","100.32","100.04","101.01","100.05","99.29","98.63","100.76","100.68","102.69","102.66","99.84","99.4","102.27","99.24","101.65","104.58","101.54","99.87","100.4","102.75","104.3","111.66","113.98","115.35","115.7","113.34","112.65","112.92","110.89","120.39","120.18","120.13","120.91","123.52","124.26","124.52",
"전국","식초","소비자물가지수[2020=100]","2020=100","93.066","90.293","90.605","92.426","92.822","92.072","91.583","93.243","91.945","93.252","94.128","96.269","93.412","94.086","94.845","96.817","97.719","98.275","98.772","98.326","97.516","98.831","98.435","97.382","98.38","99.89","101.5","97.85","96.92","99.66","100.92","101.12","102.67","102.92","99.23","98.96","98.96","98.62","102.65","102.75","99.19","103.05","104.26","112.05","113.66","109.19","115.56","115.21","115.08","115.13","114.43","118.76","120.56","121.41","119.74","120.23","120.77","120.84","122.56","124.21","123.01","124.3","130","128.72","129.28",
"전국","드레싱","소비자물가지수[2020=100]","2020=100","99.574","99.536","99.565","99.27","98.853","99.223","99.365","99.213","99.061","99.498","99.631","99.508","99.232","99.897","99.916","99.622","99.641","100.068","99.394","99.764","97.837","99.698","100.021","99.888","98.98","100.66","98.75","97.96","100.98","100.85","100.06","99.36","99.75","99.87","101.64","101.13","102.5","99.07","107.61","105.07","105.69","110.22","110.37","111.05","108.91","111.9","111.32","111.51","111.53","112.07","111.93","112.73","114.03","113.84","113.51","115.52","120.65","121.83","134.26","139.63","141.5","141.23","150.59","149.53","150.33",
"전국","혼합조미료","소비자물가지수[2020=100]","2020=100","90.549","90.624","91.053","90.987","90.97","91.218","91.333","91.325","91.375","91.177","91.201","91.457","91.548","91.366","95.154","97.506","97.646","97.819","97.993","98.381","98.727","99.032","99.222","99.206","98.42","102.44","100.48","101.46","98.05","102.83","99.42","99.94","98.32","99.67","97.36","101.62","99.67","102.53","98.38","98.41","98.45","101.43","100.55","101.04","100.43","102.79","99.05","98.62","97.45","104.14","106.69","108.97","106.08","107.95","112.41","116.49","117.44","117.84","115.42","116.28","114.67","117.69","120.93","125.2","125.17",
"전국","스프","소비자물가지수[2020=100]","2020=100","96.647","97.298","97.757","97.853","98.657","98.914","99.799","100.08","100.201","100.121","98.697","98.408","98.319","98.778","98.448","99.083","99.566","99.542","99.976","100.281","100.362","100.7","100.595","100.885","100.78","100.78","100.71","100.09","100.15","98.21","98.42","99.99","99.99","100.07","100.13","100.69","99.75","101.96","102.21","100.79","100.76","100.79","100.81","100.75","100.87","100.98","100.88","100.75","101.44","101.65","107.96","110.15","111.04","111.05","111","110.4","110.39","110.67","111.44","112.24","112.15","113.16","123.87","123.99","124.11",
"전국","이유식","소비자물가지수[2020=100]","2020=100","100","88.886","88.222","87.065","94.636","94.636","100","86.847","86.847","86.847","86.847","100","100","100","100","80.721","93.131","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100.89","100.89","100","100","100","100","100","100","100","100","100","100","100",
"전국","김치","소비자물가지수[2020=100]","2020=100","93.203","93.522","93.002","92.859","92.02","90.963","87.792","90.703","94.235","91.274","89.764","88.841","90.519","90.166","90.393","91.735","91.047","91.156","90.921","90.963","92.037","94.546","93.564","94.73","95.53","94.86","95.19","95.63","97.75","100.38","101.08","101.92","105.06","105.71","103.39","103.5","102.68","101.53","102.14","102.19","102.54","101.48","99.83","100.93","101.97","102.6","103.69","102.62","102.54","107.29","113.17","113.07","112.82","114.99","114.85","117.03","119.49","128.56","126.93","125.69","125.18","122.87","121.32","121.64","124.26",
"전국","밑반찬","소비자물가지수[2020=100]","2020=100","92.952","93.651","93.686","93.966","94.543","94.56","94.866","94.945","96.238","96.405","96.466","96.964","97.217","97.427","97.418","97.384","97.628","97.812","97.724","97.925","98.258","98.878","98.677","98.537","99.68","99.57","99.41","99.41","99.64","99.91","100.01","100.17","100.55","100.76","100.49","100.4","100.27","100.12","100.36","100.69","100.98","101.2","101.34","101.18","101.77","101.4","101.73","101.36","101.73","102.08","102.3","102.54","102.32","103.81","104.26","105.44","106.2","106.4","106.55","106.38","106.51","107.07","107.64","107.83","108.45",
"전국","냉동식품","소비자물가지수[2020=100]","2020=100","93.871","94.009","94.535","96.587","95.021","98.174","99.532","99.364","97.886","97.698","97.232","98.58","97.857","98.699","98.828","98.67","99.602","99.929","99.284","99.86","99.393","99.731","99.82","99.255","99.33","98.85","99.49","99.03","99.58","99.27","99.46","99.96","100.91","100.64","101.63","101.85","100.74","100.89","99.83","100.76","100.55","101.81","101.43","102.86","101.29","101.88","102.02","101.1","102.38","105.19","106.81","106.65","106.63","108.23","107.1","107.83","109.68","109.6","112.5","113.79","113.64","114.09","113.79","111.77","109.79",
