"½ÃÁ¡",ºÏÇÑ,ºÏÇÑ,ºÏÇÑ,ºÏÇÑ,ºÏÇÑ,ºÏÇÑ,ºÏÇÑ,³²ÇÑ,³²ÇÑ,³²ÇÑ
"½ÃÁ¡",¼Ò°í±â,µÅÁö°í±â,´ß°í±â,¿À¸®°í±â,¿°¼Ò°í±â,Åä³¢°í±â,¾ç°í±â,¼Ò°í±â,µÅÁö°í±â,´ß°í±â
"2016",20817,125048,29911,12684,14033,152780,1004,231000,891000,599000
"2017",20791,125363,29945,12906,13913,154000,1008,239000,894000,558000
"2018",20773,124570,29225,12743,13600,150664,1005,237000,936000,604000
"2019",20828,117362,30281,13546,13763,166824,1021,245000,969000,637000
"2020",20918,110057,31823,13178,13826,142794,1037,249000,1097000,647000
"2021",20906,107647,32834,13027,13848,131126,1025,264000,1097000,622000
